County,FirstDose,SeriesComplete,Reportasof
Seneca,19290,18107,4/22/2022
St. Lawrence,72859,68191,4/22/2022
Steuben,55246,52008,4/22/2022
Suffolk,1214737,1107711,4/22/2022
Sullivan,50106,45572,4/22/2022
Tioga,25312,23977,4/22/2022
Tompkins,84231,77001,4/22/2022
Ulster,145230,133355,4/22/2022
Warren,51578,48511,4/22/2022
Washington,41386,39270,4/22/2022
Wayne,64461,60886,4/22/2022
Westchester,857073,773207,4/22/2022
Wyoming,23059,21814,4/22/2022
Yates,14528,13530,4/22/2022
Albany,248297,227060,4/23/2022
Allegany,23132,21638,4/23/2022
Bronx,1189088,1057927,4/23/2022
Broome,133154,124292,4/23/2022
Cattaraugus,43460,40283,4/23/2022
Cayuga,49232,46074,4/23/2022
Chautauqua,80634,74164,4/23/2022
Chemung,48618,45768,4/23/2022
Chenango,30944,29177,4/23/2022
Clinton,58333,54971,4/23/2022
Columbia,45257,41455,4/23/2022
Cortland,29292,27731,4/23/2022
Delaware,26237,24389,4/23/2022
Dutchess,225757,204386,4/23/2022
Erie,701606,652847,4/23/2022
Essex,27402,25595,4/23/2022
Franklin,30780,28818,4/23/2022
Fulton,29808,28048,4/23/2022
Genesee,37299,35238,4/23/2022
Greene,31802,29079,4/23/2022
Hamilton,3492,3250,4/23/2022
Herkimer,36468,34283,4/23/2022
Jefferson,74401,62398,4/23/2022
Kings,2036733,1836253,4/23/2022
Lewis,14311,13643,4/23/2022
Livingston,39897,37804,4/23/2022
Madison,53785,50352,4/23/2022
Monroe,571751,533988,4/23/2022
Montgomery,34888,32921,4/23/2022
Nassau,1226027,1118970,4/23/2022
New York,1577186,1362756,4/23/2022
Niagara,148076,139594,4/23/2022
Oneida,153332,142724,4/23/2022
Onondaga,361063,332955,4/23/2022
Ontario,83801,78884,4/23/2022
Orange,258171,235735,4/23/2022
Orleans,24052,22668,4/23/2022
Oswego,78226,73774,4/23/2022
Otsego,39800,37370,4/23/2022
Putnam,81310,73242,4/23/2022
Queens,2156963,1944640,4/23/2022
Rensselaer,117038,108759,4/23/2022
Richmond,383869,352306,4/23/2022
Rockland,226913,205609,4/23/2022
Saratoga,184816,173042,4/23/2022
Schenectady,133378,123749,4/23/2022
Schoharie,19160,18193,4/23/2022
Schuyler,11099,10315,4/23/2022
Seneca,19290,18109,4/23/2022
St. Lawrence,72868,68194,4/23/2022
Steuben,55247,52013,4/23/2022
Suffolk,1214854,1107818,4/23/2022
Sullivan,50108,45575,4/23/2022
Tioga,25314,23978,4/23/2022
Tompkins,84234,77005,4/23/2022
Ulster,145247,133388,4/23/2022
Warren,51578,48513,4/23/2022
Washington,41388,39275,4/23/2022
Wayne,64466,60889,4/23/2022
Westchester,857155,773281,4/23/2022
Wyoming,23060,21816,4/23/2022
Yates,14529,13531,4/23/2022
Albany,248310,227075,4/24/2022
Allegany,23132,21638,4/24/2022
Bronx,1189142,1057983,4/24/2022
Broome,133162,124294,4/24/2022
Cattaraugus,43461,40286,4/24/2022
Cayuga,49233,46076,4/24/2022
Chautauqua,80640,74171,4/24/2022
Chemung,48619,45769,4/24/2022
Chenango,30944,29177,4/24/2022
Clinton,58335,54972,4/24/2022
Columbia,45257,41455,4/24/2022
Cortland,29293,27733,4/24/2022
Delaware,26239,24397,4/24/2022
Dutchess,225773,204402,4/24/2022
Erie,701635,652888,4/24/2022
Essex,27403,25596,4/24/2022
Franklin,30782,28819,4/24/2022
Fulton,29808,28049,4/24/2022
Genesee,37301,35242,4/24/2022
Greene,31803,29085,4/24/2022
Hamilton,3492,3250,4/24/2022
Herkimer,36475,34286,4/24/2022
Jefferson,74403,62402,4/24/2022
Kings,2036906,1836398,4/24/2022
Lewis,14313,13643,4/24/2022
Livingston,39898,37805,4/24/2022
Madison,53787,50352,4/24/2022
Monroe,571775,534003,4/24/2022
Montgomery,34889,32921,4/24/2022
Nassau,1226088,1119044,4/24/2022
New York,1577372,1362882,4/24/2022
Niagara,148081,139600,4/24/2022
Oneida,153338,142728,4/24/2022
Onondaga,361076,332967,4/24/2022
Ontario,83803,78890,4/24/2022
Orange,258187,235746,4/24/2022
Orleans,24053,22669,4/24/2022
Oswego,78226,73775,4/24/2022
Otsego,39802,37372,4/24/2022
Putnam,81311,73243,4/24/2022
Queens,2157127,1944805,4/24/2022
Rensselaer,117039,108762,4/24/2022
Richmond,383895,352333,4/24/2022
Rockland,226932,205627,4/24/2022
Saratoga,184822,173046,4/24/2022
Schenectady,133382,123755,4/24/2022
Schoharie,19161,18194,4/24/2022
Schuyler,11099,10315,4/24/2022
Seneca,19290,18109,4/24/2022
St. Lawrence,72868,68196,4/24/2022
Steuben,55249,52014,4/24/2022
Suffolk,1214918,1107887,4/24/2022
Sullivan,50109,45577,4/24/2022
Tioga,25315,23978,4/24/2022
Tompkins,84236,77009,4/24/2022
Ulster,145256,133392,4/24/2022
Warren,51579,48517,4/24/2022
Washington,41390,39280,4/24/2022
Wayne,64466,60890,4/24/2022
Westchester,857208,773329,4/24/2022
Wyoming,23060,21816,4/24/2022
Yates,14530,13531,4/24/2022
Albany,248329,227108,4/25/2022
Allegany,23140,21642,4/25/2022
Bronx,1189371,1058230,4/25/2022
Broome,133172,124307,4/25/2022
Cattaraugus,43469,40296,4/25/2022
Cayuga,49239,46076,4/25/2022
Chautauqua,80651,74178,4/25/2022
Chemung,48623,45775,4/25/2022
Chenango,30949,29182,4/25/2022
Clinton,58342,54984,4/25/2022
Columbia,45259,41456,4/25/2022
Cortland,29297,27737,4/25/2022
Delaware,26239,24398,4/25/2022
Dutchess,225804,204433,4/25/2022
Erie,701716,652951,4/25/2022
Essex,27403,25601,4/25/2022
Franklin,30786,28825,4/25/2022
Fulton,29813,28053,4/25/2022
Genesee,37303,35246,4/25/2022
Greene,31810,29088,4/25/2022
Hamilton,3492,3250,4/25/2022
Herkimer,36478,34287,4/25/2022
Jefferson,74408,62416,4/25/2022
Kings,2037200,1836695,4/25/2022
Lewis,14313,13645,4/25/2022
Livingston,39901,37810,4/25/2022
Madison,53795,50356,4/25/2022
Monroe,571861,534077,4/25/2022
Montgomery,34891,32924,4/25/2022
Nassau,1226237,1119234,4/25/2022
New York,1577664,1363113,4/25/2022
Niagara,148097,139617,4/25/2022
Oneida,153358,142748,4/25/2022
Onondaga,361115,333015,4/25/2022
Ontario,83817,78899,4/25/2022
Orange,258227,235778,4/25/2022
Orleans,24057,22671,4/25/2022
Oswego,78233,73783,4/25/2022
Otsego,39803,37373,4/25/2022
Putnam,81324,73249,4/25/2022
Queens,2157440,1945082,4/25/2022
Rensselaer,117053,108778,4/25/2022
Richmond,383942,352388,4/25/2022
Rockland,226963,205663,4/25/2022
Saratoga,184844,173066,4/25/2022
Schenectady,133403,123768,4/25/2022
Schoharie,19165,18197,4/25/2022
Schuyler,11100,10316,4/25/2022
Seneca,19292,18111,4/25/2022
St. Lawrence,72877,68204,4/25/2022
Steuben,55253,52017,4/25/2022
Suffolk,1215128,1108095,4/25/2022
Sullivan,50113,45580,4/25/2022
Tioga,25319,23980,4/25/2022
Tompkins,84254,77034,4/25/2022
Ulster,145271,133406,4/25/2022
Warren,51580,48522,4/25/2022
Washington,41393,39285,4/25/2022
Wayne,64477,60893,4/25/2022
Westchester,857348,773475,4/25/2022
Wyoming,23060,21817,4/25/2022
Yates,14531,13533,4/25/2022
Albany,248392,227156,4/26/2022
Allegany,23143,21650,4/26/2022
Bronx,1189634,1058489,4/26/2022
Broome,133192,124324,4/26/2022
Cattaraugus,43473,40300,4/26/2022
Cayuga,49242,46086,4/26/2022
Chautauqua,80662,74191,4/26/2022
Chemung,48630,45776,4/26/2022
Chenango,30954,29187,4/26/2022
Clinton,58349,54989,4/26/2022
Columbia,45265,41466,4/26/2022
Cortland,29301,27737,4/26/2022
Delaware,26240,24403,4/26/2022
Dutchess,225842,204477,4/26/2022
Erie,701813,653046,4/26/2022
Essex,27403,25604,4/26/2022
Franklin,30791,28828,4/26/2022
Fulton,29816,28055,4/26/2022
Genesee,37303,35246,4/26/2022
Greene,31814,29092,4/26/2022
Hamilton,3493,3251,4/26/2022
Herkimer,36483,34294,4/26/2022
Jefferson,74418,62429,4/26/2022
Kings,2037576,1837036,4/26/2022
Lewis,14314,13646,4/26/2022
Livingston,39905,37818,4/26/2022
Madison,53799,50358,4/26/2022
Monroe,571999,534169,4/26/2022
Montgomery,34894,32927,4/26/2022
Nassau,1226455,1119439,4/26/2022
New York,1577999,1363400,4/26/2022
Niagara,148120,139646,4/26/2022
Oneida,153377,142775,4/26/2022
Onondaga,361192,333141,4/26/2022
Ontario,83826,78906,4/26/2022
Orange,258289,235833,4/26/2022
Orleans,24060,22674,4/26/2022
Oswego,78245,73797,4/26/2022
Otsego,39805,37377,4/26/2022
Putnam,81340,73272,4/26/2022
Queens,2157874,1945444,4/26/2022
Rensselaer,117064,108795,4/26/2022
Richmond,384005,352445,4/26/2022
Rockland,227018,205724,4/26/2022
Saratoga,184869,173101,4/26/2022
Schenectady,133421,123783,4/26/2022
Schoharie,19169,18200,4/26/2022
Schuyler,11102,10317,4/26/2022
Seneca,19293,18114,4/26/2022
St. Lawrence,72900,68231,4/26/2022
Steuben,55258,52023,4/26/2022
Suffolk,1215299,1108258,4/26/2022
Sullivan,50127,45602,4/26/2022
Tioga,25321,23982,4/26/2022
Tompkins,84267,77050,4/26/2022
Ulster,145304,133439,4/26/2022
Warren,51585,48534,4/26/2022
Washington,41394,39289,4/26/2022
Wayne,64492,60901,4/26/2022
Westchester,857502,773636,4/26/2022
Wyoming,23060,21818,4/26/2022
Yates,14532,13535,4/26/2022
Albany,248437,227200,4/27/2022
Allegany,23149,21656,4/27/2022
Bronx,1189920,1058772,4/27/2022
Broome,133211,124347,4/27/2022
Cattaraugus,43474,40305,4/27/2022
Cayuga,49249,46088,4/27/2022
Chautauqua,80676,74207,4/27/2022
Chemung,48635,45782,4/27/2022
Chenango,30961,29192,4/27/2022
Clinton,58353,54993,4/27/2022
Columbia,45275,41477,4/27/2022
Cortland,29307,27741,4/27/2022
Delaware,26244,24405,4/27/2022
Dutchess,225883,204522,4/27/2022
Erie,701912,653138,4/27/2022
Essex,27408,25606,4/27/2022
Franklin,30794,28831,4/27/2022
Fulton,29817,28062,4/27/2022
Genesee,37313,35253,4/27/2022
Greene,31817,29096,4/27/2022
Hamilton,3494,3251,4/27/2022
Herkimer,36487,34300,4/27/2022
Jefferson,74434,62435,4/27/2022
Kings,2037911,1837359,4/27/2022
Lewis,14316,13647,4/27/2022
Livingston,39916,37834,4/27/2022
Madison,53805,50364,4/27/2022
Monroe,572093,534267,4/27/2022
Montgomery,34899,32933,4/27/2022
Nassau,1226632,1119636,4/27/2022
New York,1578322,1363688,4/27/2022
Niagara,148134,139672,4/27/2022
Oneida,153398,142797,4/27/2022
Onondaga,361234,333188,4/27/2022
Ontario,83838,78920,4/27/2022
Orange,258320,235853,4/27/2022
Orleans,24060,22676,4/27/2022
Oswego,78253,73811,4/27/2022
Otsego,39815,37384,4/27/2022
Putnam,81353,73285,4/27/2022
Queens,2158204,1945756,4/27/2022
Rensselaer,117075,108820,4/27/2022
Richmond,384054,352506,4/27/2022
Rockland,227047,205758,4/27/2022
Saratoga,184890,173123,4/27/2022
Schenectady,133437,123807,4/27/2022
Schoharie,19169,18200,4/27/2022
Schuyler,11107,10317,4/27/2022
Seneca,19295,18117,4/27/2022
St. Lawrence,72918,68249,4/27/2022
Steuben,55265,52038,4/27/2022
Suffolk,1215479,1108414,4/27/2022
Sullivan,50140,45612,4/27/2022
Tioga,25324,23984,4/27/2022
Tompkins,84291,77080,4/27/2022
Ulster,145316,133450,4/27/2022
Warren,51588,48541,4/27/2022
Washington,41400,39291,4/27/2022
Wayne,64500,60908,4/27/2022
Westchester,857652,773789,4/27/2022
Wyoming,23065,21819,4/27/2022
Yates,14533,13537,4/27/2022
Albany,248479,227241,4/28/2022
Allegany,23156,21659,4/28/2022
Bronx,1190198,1059039,4/28/2022
Broome,133230,124358,4/28/2022
Cattaraugus,43475,40308,4/28/2022
Cayuga,49260,46096,4/28/2022
Chautauqua,80689,74223,4/28/2022
Chemung,48640,45787,4/28/2022
Chenango,30968,29197,4/28/2022
Clinton,58364,54998,4/28/2022
Columbia,45280,41479,4/28/2022
Cortland,29313,27747,4/28/2022
Delaware,26245,24410,4/28/2022
Dutchess,225925,204559,4/28/2022
Erie,702003,653243,4/28/2022
Essex,27409,25611,4/28/2022
Franklin,30797,28833,4/28/2022
Fulton,29820,28067,4/28/2022
Genesee,37317,35256,4/28/2022
Greene,31823,29103,4/28/2022
Hamilton,3497,3254,4/28/2022
Herkimer,36491,34301,4/28/2022
Jefferson,74451,62442,4/28/2022
Kings,2038262,1837701,4/28/2022
Lewis,14316,13649,4/28/2022
Livingston,39920,37836,4/28/2022
Madison,53813,50369,4/28/2022
Monroe,572182,534410,4/28/2022
Montgomery,34902,32937,4/28/2022
Nassau,1226780,1119785,4/28/2022
New York,1578669,1363942,4/28/2022
Niagara,148166,139692,4/28/2022
Oneida,153422,142823,4/28/2022
Onondaga,361292,333250,4/28/2022
Ontario,83848,78939,4/28/2022
Orange,258373,235916,4/28/2022
Orleans,24065,22681,4/28/2022
Oswego,78261,73822,4/28/2022
Otsego,39820,37394,4/28/2022
Putnam,81366,73291,4/28/2022
Queens,2158539,1946061,4/28/2022
Rensselaer,117103,108834,4/28/2022
Richmond,384100,352577,4/28/2022
Rockland,227084,205796,4/28/2022
Saratoga,184904,173146,4/28/2022
Schenectady,133456,123824,4/28/2022
Schoharie,19171,18200,4/28/2022
Schuyler,11110,10319,4/28/2022
Seneca,19299,18121,4/28/2022
St. Lawrence,72927,68264,4/28/2022
Steuben,55271,52043,4/28/2022
Suffolk,1215653,1108610,4/28/2022
Sullivan,50144,45637,4/28/2022
Tioga,25334,23990,4/28/2022
Tompkins,84310,77104,4/28/2022
Ulster,145329,133477,4/28/2022
Warren,51595,48552,4/28/2022
Washington,41405,39293,4/28/2022
Wayne,64512,60922,4/28/2022
Westchester,857795,773933,4/28/2022
Wyoming,23066,21820,4/28/2022
Yates,14534,13540,4/28/2022
Albany,248546,227303,4/29/2022
Allegany,23160,21661,4/29/2022
Bronx,1190486,1059329,4/29/2022
Broome,133252,124379,4/29/2022
Cattaraugus,43482,40318,4/29/2022
Cayuga,49265,46104,4/29/2022
Chautauqua,80696,74239,4/29/2022
Chemung,48645,45794,4/29/2022
Chenango,30974,29206,4/29/2022
Clinton,58370,55006,4/29/2022
Columbia,45287,41483,4/29/2022
Cortland,29316,27749,4/29/2022
Delaware,26245,24411,4/29/2022
Dutchess,225964,204603,4/29/2022
Erie,702181,653428,4/29/2022
Essex,27410,25618,4/29/2022
Franklin,30802,28840,4/29/2022
Fulton,29826,28071,4/29/2022
Genesee,37318,35260,4/29/2022
Greene,31831,29113,4/29/2022
Hamilton,3497,3254,4/29/2022
Herkimer,36494,34305,4/29/2022
Jefferson,74460,62460,4/29/2022
Kings,2038586,1838060,4/29/2022
Lewis,14319,13652,4/29/2022
Livingston,39925,37846,4/29/2022
Madison,53825,50381,4/29/2022
Monroe,572255,534500,4/29/2022
Montgomery,34908,32941,4/29/2022
Nassau,1226931,1119929,4/29/2022
New York,1578984,1364218,4/29/2022
Niagara,148191,139707,4/29/2022
Oneida,153448,142845,4/29/2022
Onondaga,361350,333289,4/29/2022
Ontario,83862,78947,4/29/2022
Orange,258447,235976,4/29/2022
Orleans,24067,22682,4/29/2022
Oswego,78278,73834,4/29/2022
Otsego,39826,37404,4/29/2022
Putnam,81388,73298,4/29/2022
Queens,2158900,1946368,4/29/2022
Rensselaer,117120,108850,4/29/2022
Richmond,384163,352634,4/29/2022
Rockland,227130,205823,4/29/2022
Saratoga,184934,173176,4/29/2022
Schenectady,133485,123845,4/29/2022
Schoharie,19176,18203,4/29/2022
Schuyler,11116,10321,4/29/2022
Seneca,19305,18124,4/29/2022
St. Lawrence,72946,68277,4/29/2022
Steuben,55284,52048,4/29/2022
Suffolk,1215845,1108803,4/29/2022
Sullivan,50153,45648,4/29/2022
Tioga,25337,23991,4/29/2022
Tompkins,84344,77130,4/29/2022
Ulster,145347,133497,4/29/2022
Warren,51600,48560,4/29/2022
Washington,41409,39300,4/29/2022
Wayne,64518,60931,4/29/2022
Westchester,857950,774094,4/29/2022
Wyoming,23068,21825,4/29/2022
Yates,14537,13547,4/29/2022
Albany,248557,227324,4/30/2022
Allegany,23163,21661,4/30/2022
Bronx,1190607,1059474,4/30/2022
Broome,133261,124390,4/30/2022
Cattaraugus,43488,40326,4/30/2022
Cayuga,49267,46105,4/30/2022
Chautauqua,80708,74254,4/30/2022
Chemung,48650,45800,4/30/2022
Chenango,30979,29209,4/30/2022
Clinton,58371,55008,4/30/2022
Columbia,45292,41486,4/30/2022
Cortland,29319,27753,4/30/2022
Delaware,26247,24415,4/30/2022
Dutchess,225988,204622,4/30/2022
Erie,702215,653485,4/30/2022
Essex,27412,25621,4/30/2022
Franklin,30804,28842,4/30/2022
Fulton,29834,28074,4/30/2022
Genesee,37319,35261,4/30/2022
Greene,31833,29113,4/30/2022
Hamilton,3497,3254,4/30/2022
Herkimer,36497,34305,4/30/2022
Jefferson,74468,62463,4/30/2022
Kings,2038833,1838278,4/30/2022
Lewis,14320,13652,4/30/2022
Livingston,39925,37846,4/30/2022
Madison,53829,50385,4/30/2022
Monroe,572300,534542,4/30/2022
Montgomery,34910,32945,4/30/2022
Nassau,1227033,1120028,4/30/2022
New York,1579122,1364329,4/30/2022
Niagara,148197,139719,4/30/2022
Oneida,153452,142856,4/30/2022
Onondaga,361376,333316,4/30/2022
Ontario,83864,78956,4/30/2022
Orange,258472,235993,4/30/2022
Orleans,24068,22683,4/30/2022
Oswego,78282,73837,4/30/2022
Otsego,39827,37409,4/30/2022
Putnam,81397,73309,4/30/2022
Queens,2159100,1946617,4/30/2022
Rensselaer,117122,108857,4/30/2022
Richmond,384197,352669,4/30/2022
Rockland,227157,205836,4/30/2022
Saratoga,184948,173192,4/30/2022
Schenectady,133492,123860,4/30/2022
Schoharie,19177,18205,4/30/2022
Schuyler,11118,10321,4/30/2022
Seneca,19305,18126,4/30/2022
St. Lawrence,72956,68281,4/30/2022
Steuben,55287,52053,4/30/2022
Suffolk,1215987,1108927,4/30/2022
Sullivan,50154,45650,4/30/2022
Tioga,25340,23992,4/30/2022
Tompkins,84345,77136,4/30/2022
Ulster,145362,133505,4/30/2022
Warren,51602,48560,4/30/2022
Washington,41413,39303,4/30/2022
Wayne,64520,60932,4/30/2022
Westchester,858061,774243,4/30/2022
Wyoming,23068,21826,4/30/2022
Yates,14537,13547,4/30/2022
Albany,248567,227340,5/1/2022
Allegany,23163,21661,5/1/2022
Bronx,1190691,1059539,5/1/2022
Broome,133275,124403,5/1/2022
Cattaraugus,43489,40329,5/1/2022
Cayuga,49268,46110,5/1/2022
Chautauqua,80711,74261,5/1/2022
Chemung,48650,45800,5/1/2022
Chenango,30980,29209,5/1/2022
Clinton,58371,55009,5/1/2022
Columbia,45293,41489,5/1/2022
Cortland,29323,27753,5/1/2022
Delaware,26247,24416,5/1/2022
Dutchess,226009,204630,5/1/2022
Erie,702252,653524,5/1/2022
Essex,27412,25622,5/1/2022
Franklin,30807,28846,5/1/2022
Fulton,29837,28075,5/1/2022
Genesee,37319,35262,5/1/2022
Greene,31834,29115,5/1/2022
Hamilton,3497,3256,5/1/2022
Herkimer,36497,34305,5/1/2022
Jefferson,74471,62466,5/1/2022
Kings,2039005,1838443,5/1/2022
Lewis,14320,13653,5/1/2022
Livingston,39926,37848,5/1/2022
Madison,53834,50389,5/1/2022
Monroe,572347,534578,5/1/2022
Montgomery,34911,32949,5/1/2022
Nassau,1227100,1120098,5/1/2022
New York,1579284,1364433,5/1/2022
Niagara,148204,139726,5/1/2022
Oneida,153457,142863,5/1/2022
Onondaga,361385,333332,5/1/2022
Ontario,83868,78960,5/1/2022
Orange,258489,236013,5/1/2022
Orleans,24072,22685,5/1/2022
Oswego,78283,73839,5/1/2022
Otsego,39829,37410,5/1/2022
Putnam,81403,73316,5/1/2022
Queens,2159266,1946768,5/1/2022
Rensselaer,117126,108865,5/1/2022
Richmond,384228,352694,5/1/2022
Rockland,227174,205853,5/1/2022
Saratoga,184959,173200,5/1/2022
Schenectady,133496,123871,5/1/2022
Schoharie,19178,18205,5/1/2022
Schuyler,11118,10323,5/1/2022
Seneca,19305,18126,5/1/2022
St. Lawrence,72957,68282,5/1/2022
Steuben,55291,52055,5/1/2022
Suffolk,1216090,1109028,5/1/2022
Sullivan,50161,45659,5/1/2022
Tioga,25341,23994,5/1/2022
Tompkins,84346,77136,5/1/2022
Ulster,145369,133508,5/1/2022
Warren,51605,48562,5/1/2022
Washington,41414,39304,5/1/2022
Wayne,64523,60935,5/1/2022
Westchester,858104,774288,5/1/2022
Wyoming,23070,21826,5/1/2022
Yates,14539,13549,5/1/2022
Albany,248601,227376,5/2/2022
Allegany,23166,21664,5/2/2022
Bronx,1190961,1059764,5/2/2022
Broome,133290,124411,5/2/2022
Cattaraugus,43491,40332,5/2/2022
Cayuga,49273,46112,5/2/2022
Chautauqua,80727,74274,5/2/2022
Chemung,48653,45801,5/2/2022
Chenango,30983,29210,5/2/2022
Clinton,58375,55012,5/2/2022
Columbia,45297,41496,5/2/2022
Cortland,29330,27757,5/2/2022
Delaware,26248,24417,5/2/2022
Dutchess,226033,204663,5/2/2022
Erie,702325,653585,5/2/2022
Essex,27414,25630,5/2/2022
Franklin,30810,28848,5/2/2022
Fulton,29840,28075,5/2/2022
Genesee,37320,35264,5/2/2022
Greene,31836,29117,5/2/2022
Hamilton,3497,3256,5/2/2022
Herkimer,36498,34308,5/2/2022
Jefferson,74478,62475,5/2/2022
Kings,2039343,1838710,5/2/2022
Lewis,14321,13656,5/2/2022
Livingston,39927,37851,5/2/2022
Madison,53834,50397,5/2/2022
Monroe,572406,534625,5/2/2022
Montgomery,34914,32951,5/2/2022
Nassau,1227224,1120213,5/2/2022
New York,1579590,1364677,5/2/2022
Niagara,148227,139737,5/2/2022
Oneida,153475,142878,5/2/2022
Onondaga,361429,333358,5/2/2022
Ontario,83874,78974,5/2/2022
Orange,258516,236053,5/2/2022
Orleans,24075,22687,5/2/2022
Oswego,78287,73841,5/2/2022
Otsego,39830,37410,5/2/2022
Putnam,81411,73321,5/2/2022
Queens,2159583,1947039,5/2/2022
Rensselaer,117133,108879,5/2/2022
Richmond,384267,352728,5/2/2022
Rockland,227201,205880,5/2/2022
Saratoga,184975,173215,5/2/2022
Schenectady,133502,123887,5/2/2022
Schoharie,19178,18205,5/2/2022
Schuyler,11118,10323,5/2/2022
Seneca,19305,18128,5/2/2022
St. Lawrence,72966,68288,5/2/2022
Steuben,55291,52060,5/2/2022
Suffolk,1216232,1109167,5/2/2022
Sullivan,50163,45661,5/2/2022
Tioga,25344,23997,5/2/2022
Tompkins,84374,77163,5/2/2022
Ulster,145386,133522,5/2/2022
Warren,51608,48567,5/2/2022
Washington,41416,39306,5/2/2022
Wayne,64526,60936,5/2/2022
Westchester,858549,774593,5/2/2022
Wyoming,23070,21828,5/2/2022
Yates,14539,13549,5/2/2022
Albany,248637,227416,5/3/2022
Allegany,23170,21673,5/3/2022
Bronx,1191255,1060049,5/3/2022
Broome,133312,124426,5/3/2022
Cattaraugus,43494,40338,5/3/2022
Cayuga,49283,46122,5/3/2022
Chautauqua,80735,74288,5/3/2022
Chemung,48658,45816,5/3/2022
Chenango,30986,29214,5/3/2022
Clinton,58378,55017,5/3/2022
Columbia,45305,41504,5/3/2022
Cortland,29336,27758,5/3/2022
Delaware,26250,24421,5/3/2022
Dutchess,226065,204694,5/3/2022
Erie,702416,653663,5/3/2022
Essex,27418,25632,5/3/2022
Franklin,30815,28858,5/3/2022
Fulton,29843,28077,5/3/2022
Genesee,37327,35272,5/3/2022
Greene,31846,29126,5/3/2022
Hamilton,3498,3256,5/3/2022
Herkimer,36500,34312,5/3/2022
Jefferson,74486,62488,5/3/2022
Kings,2039681,1839022,5/3/2022
Lewis,14323,13656,5/3/2022
Livingston,39929,37853,5/3/2022
Madison,53840,50402,5/3/2022
Monroe,572478,534709,5/3/2022
Montgomery,34917,32952,5/3/2022
Nassau,1227425,1120380,5/3/2022
New York,1580013,1364958,5/3/2022
Niagara,148246,139755,5/3/2022
Oneida,153492,142901,5/3/2022
Onondaga,361485,333407,5/3/2022
Ontario,83886,78980,5/3/2022
Orange,258565,236112,5/3/2022
Orleans,24080,22696,5/3/2022
Oswego,78300,73850,5/3/2022
Otsego,39836,37414,5/3/2022
Putnam,81425,73336,5/3/2022
Queens,2159959,1947353,5/3/2022
Rensselaer,117156,108893,5/3/2022
Richmond,384339,352792,5/3/2022
Rockland,227236,205913,5/3/2022
Saratoga,185005,173238,5/3/2022
Schenectady,133520,123910,5/3/2022
Schoharie,19180,18205,5/3/2022
Schuyler,11118,10323,5/3/2022
Seneca,19305,18131,5/3/2022
St. Lawrence,72978,68299,5/3/2022
Steuben,55299,52067,5/3/2022
Suffolk,1216399,1109323,5/3/2022
Sullivan,50169,45668,5/3/2022
Tioga,25347,24000,5/3/2022
Tompkins,84396,77190,5/3/2022
