County,FirstDose,SeriesComplete,Reportasof
Cattaraugus,39467,36075,11/28/2021
Cayuga,45814,42104,11/28/2021
Chautauqua,73535,66748,11/28/2021
Chemung,44688,41516,11/28/2021
Chenango,28653,26711,11/28/2021
Clinton,54020,50607,11/28/2021
Columbia,42157,38221,11/28/2021
Cortland,27281,25285,11/28/2021
Delaware,24491,22607,11/28/2021
Dutchess,205634,184477,11/28/2021
Erie,640954,586031,11/28/2021
Essex,25639,23540,11/28/2021
Franklin,28456,26272,11/28/2021
Fulton,27539,25585,11/28/2021
Genesee,34196,31821,11/28/2021
Greene,29320,26659,11/28/2021
Hamilton,3359,3083,11/28/2021
Herkimer,34030,31610,11/28/2021
Jefferson,68035,55797,11/28/2021
Kings,1787096,1610807,11/28/2021
Lewis,13295,12481,11/28/2021
Livingston,37183,34609,11/28/2021
Madison,50074,46164,11/28/2021
Monroe,527860,485457,11/28/2021
Montgomery,32183,30067,11/28/2021
Nassau,1117750,1015371,11/28/2021
New York,1405115,1235664,11/28/2021
Niagara,136118,125978,11/28/2021
Oneida,140857,129375,11/28/2021
Onondaga,332667,302446,11/28/2021
Ontario,77311,71171,11/28/2021
Orange,232657,210902,11/28/2021
Orleans,22213,20625,11/28/2021
Oswego,72204,67202,11/28/2021
Otsego,37226,34397,11/28/2021
Putnam,74331,66523,11/28/2021
Queens,1915154,1740897,11/28/2021
Rensselaer,108228,99384,11/28/2021
Richmond,341103,312399,11/28/2021
Rockland,206328,186146,11/28/2021
Saratoga,172558,157532,11/28/2021
Schenectady,123477,112245,11/28/2021
Schoharie,17883,16735,11/28/2021
Schuyler,10305,9553,11/28/2021
Seneca,17979,16610,11/28/2021
St. Lawrence,65795,60353,11/28/2021
Steuben,50046,46525,11/28/2021
Suffolk,1109813,1008664,11/28/2021
Sullivan,45547,41086,11/28/2021
Tioga,23814,22271,11/28/2021
Tompkins,78140,70753,11/28/2021
Ulster,134254,121396,11/28/2021
Warren,48186,44768,11/28/2021
Washington,38312,36017,11/28/2021
Wayne,59554,55342,11/28/2021
Westchester,772972,688820,11/28/2021
Wyoming,21191,19673,11/28/2021
Yates,13389,12206,11/28/2021
Albany,227159,205016,11/29/2021
Allegany,20718,19131,11/29/2021
Bronx,1020662,906582,11/29/2021
Broome,123604,114212,11/29/2021
Cattaraugus,39508,36094,11/29/2021
Cayuga,45844,42139,11/29/2021
Chautauqua,73591,66785,11/29/2021
Chemung,44748,41572,11/29/2021
Chenango,28675,26726,11/29/2021
Clinton,54092,50643,11/29/2021
Columbia,42223,38238,11/29/2021
Cortland,27308,25309,11/29/2021
Delaware,24508,22615,11/29/2021
Dutchess,205792,184661,11/29/2021
Erie,641659,586758,11/29/2021
Essex,25675,23564,11/29/2021
Franklin,28487,26293,11/29/2021
Fulton,27562,25612,11/29/2021
Genesee,34218,31834,11/29/2021
Greene,29338,26672,11/29/2021
Hamilton,3360,3096,11/29/2021
Herkimer,34053,31630,11/29/2021
Jefferson,68153,55881,11/29/2021
Kings,1789679,1614089,11/29/2021
Lewis,13307,12510,11/29/2021
Livingston,37217,34640,11/29/2021
Madison,50107,46197,11/29/2021
Monroe,528232,485984,11/29/2021
Montgomery,32200,30092,11/29/2021
Nassau,1118884,1016321,11/29/2021
New York,1407100,1238205,11/29/2021
Niagara,136230,126214,11/29/2021
Oneida,141049,129491,11/29/2021
Onondaga,332966,302664,11/29/2021
Ontario,77359,71218,11/29/2021
Orange,232912,211132,11/29/2021
Orleans,22231,20635,11/29/2021
Oswego,72247,67230,11/29/2021
Otsego,37235,34416,11/29/2021
Putnam,74416,66615,11/29/2021
Queens,1917292,1742890,11/29/2021
Rensselaer,108294,99441,11/29/2021
Richmond,341413,312725,11/29/2021
Rockland,206567,186333,11/29/2021
Saratoga,172699,157676,11/29/2021
Schenectady,123566,112344,11/29/2021
Schoharie,17896,16790,11/29/2021
Schuyler,10316,9560,11/29/2021
Seneca,18003,16627,11/29/2021
St. Lawrence,65955,60391,11/29/2021
Steuben,50086,46571,11/29/2021
Suffolk,1111079,1009525,11/29/2021
Sullivan,45597,41121,11/29/2021
Tioga,23824,22295,11/29/2021
Tompkins,78185,71296,11/29/2021
Ulster,134339,121504,11/29/2021
Warren,48224,44794,11/29/2021
Washington,38337,36041,11/29/2021
Wayne,59594,55369,11/29/2021
Westchester,774165,690191,11/29/2021
Wyoming,21222,19688,11/29/2021
Yates,13414,12222,11/29/2021
Albany,227367,205346,11/30/2021
Allegany,20814,19163,11/30/2021
Bronx,1022691,908489,11/30/2021
Broome,123703,114389,11/30/2021
Cattaraugus,39570,36175,11/30/2021
Cayuga,45915,42206,11/30/2021
Chautauqua,73692,67073,11/30/2021
Chemung,44845,41627,11/30/2021
Chenango,28711,26748,11/30/2021
Clinton,54274,50693,11/30/2021
Columbia,42267,38272,11/30/2021
Cortland,27321,25333,11/30/2021
Delaware,24535,22629,11/30/2021
Dutchess,205968,184831,11/30/2021
Erie,642582,587819,11/30/2021
Essex,25698,23586,11/30/2021
Franklin,28511,26298,11/30/2021
Fulton,27578,25632,11/30/2021
Genesee,34264,31853,11/30/2021
Greene,29380,26701,11/30/2021
Hamilton,3366,3097,11/30/2021
Herkimer,34069,31656,11/30/2021
Jefferson,68294,55959,11/30/2021
Kings,1792753,1617691,11/30/2021
Lewis,13320,12524,11/30/2021
Livingston,37251,34688,11/30/2021
Madison,50156,46248,11/30/2021
Monroe,528837,486886,11/30/2021
Montgomery,32226,30121,11/30/2021
Nassau,1120377,1017817,11/30/2021
New York,1409594,1241588,11/30/2021
Niagara,136397,126413,11/30/2021
Oneida,141225,129683,11/30/2021
Onondaga,333493,302995,11/30/2021
Ontario,77464,71321,11/30/2021
Orange,233163,211429,11/30/2021
Orleans,22257,20654,11/30/2021
Oswego,72308,67295,11/30/2021
Otsego,37279,34455,11/30/2021
Putnam,74512,66704,11/30/2021
Queens,1920202,1745605,11/30/2021
Rensselaer,108370,99549,11/30/2021
Richmond,341851,313226,11/30/2021
Rockland,206884,186528,11/30/2021
Saratoga,172858,157960,11/30/2021
Schenectady,123676,112490,11/30/2021
Schoharie,17906,16888,11/30/2021
Schuyler,10321,9565,11/30/2021
Seneca,18018,16639,11/30/2021
St. Lawrence,66058,60496,11/30/2021
Steuben,50127,46632,11/30/2021
Suffolk,1112111,1010635,11/30/2021
Sullivan,45669,41183,11/30/2021
Tioga,23840,22325,11/30/2021
Tompkins,78250,71863,11/30/2021
Ulster,134415,121584,11/30/2021
Warren,48291,44841,11/30/2021
Washington,38378,36067,11/30/2021
Wayne,59666,55435,11/30/2021
Westchester,775410,691501,11/30/2021
Wyoming,21261,19717,11/30/2021
Yates,13425,12225,11/30/2021
Albany,227663,205658,12/1/2021
Allegany,20829,19182,12/1/2021
Bronx,1024691,910424,12/1/2021
Broome,123824,114538,12/1/2021
Cattaraugus,39641,36215,12/1/2021
Cayuga,45965,42230,12/1/2021
Chautauqua,73763,67162,12/1/2021
Chemung,44903,41698,12/1/2021
Chenango,28775,26771,12/1/2021
Clinton,54329,50744,12/1/2021
Columbia,42298,38299,12/1/2021
Cortland,27339,25347,12/1/2021
Delaware,24566,22643,12/1/2021
Dutchess,206207,185305,12/1/2021
Erie,643661,588721,12/1/2021
Essex,25716,23626,12/1/2021
Franklin,28541,26324,12/1/2021
Fulton,27602,25663,12/1/2021
Genesee,34323,31973,12/1/2021
Greene,29398,26729,12/1/2021
Hamilton,3375,3105,12/1/2021
Herkimer,34096,31691,12/1/2021
Jefferson,68385,56022,12/1/2021
Kings,1795653,1621055,12/1/2021
Lewis,13331,12536,12/1/2021
Livingston,37288,34727,12/1/2021
Madison,50189,46277,12/1/2021
Monroe,529308,487421,12/1/2021
Montgomery,32271,30159,12/1/2021
Nassau,1121484,1019113,12/1/2021
New York,1412128,1244222,12/1/2021
Niagara,136568,126597,12/1/2021
Oneida,141414,129806,12/1/2021
Onondaga,333826,303333,12/1/2021
Ontario,77659,71652,12/1/2021
Orange,233386,211616,12/1/2021
Orleans,22266,20664,12/1/2021
Oswego,72382,67345,12/1/2021
Otsego,37336,34488,12/1/2021
Putnam,74607,66800,12/1/2021
Queens,1922821,1748081,12/1/2021
Rensselaer,108458,99666,12/1/2021
Richmond,342402,313719,12/1/2021
Rockland,207132,186695,12/1/2021
Saratoga,173016,158188,12/1/2021
Schenectady,123806,112759,12/1/2021
Schoharie,17919,16894,12/1/2021
Schuyler,10333,9579,12/1/2021
Seneca,18021,16663,12/1/2021
St. Lawrence,66164,60600,12/1/2021
Steuben,50199,46724,12/1/2021
Suffolk,1113202,1011772,12/1/2021
Sullivan,45718,41215,12/1/2021
Tioga,23855,22343,12/1/2021
Tompkins,78305,71944,12/1/2021
Ulster,134689,122011,12/1/2021
Warren,48330,44877,12/1/2021
Washington,38420,36084,12/1/2021
Wayne,59752,55480,12/1/2021
Westchester,776502,692860,12/1/2021
Wyoming,21275,19737,12/1/2021
Yates,13451,12244,12/1/2021
Albany,228003,206298,12/2/2021
Allegany,20859,19221,12/2/2021
Bronx,1027366,913093,12/2/2021
Broome,123945,114748,12/2/2021
Cattaraugus,39689,36245,12/2/2021
Cayuga,46000,42289,12/2/2021
Chautauqua,73867,67245,12/2/2021
Chemung,44952,41773,12/2/2021
Chenango,28800,26792,12/2/2021
Clinton,54422,50828,12/2/2021
Columbia,42350,38349,12/2/2021
Cortland,27361,25388,12/2/2021
Delaware,24598,22670,12/2/2021
Dutchess,206528,185588,12/2/2021
Erie,644572,589898,12/2/2021
Essex,25734,23645,12/2/2021
Franklin,28632,26343,12/2/2021
Fulton,27656,25716,12/2/2021
Genesee,34351,32031,12/2/2021
Greene,29454,26781,12/2/2021
Hamilton,3377,3108,12/2/2021
Herkimer,34143,31735,12/2/2021
Jefferson,68480,56183,12/2/2021
Kings,1799450,1625039,12/2/2021
Lewis,13345,12551,12/2/2021
Livingston,37334,34830,12/2/2021
Madison,50252,46356,12/2/2021
Monroe,530042,488612,12/2/2021
Montgomery,32318,30190,12/2/2021
Nassau,1123765,1021014,12/2/2021
New York,1415558,1247987,12/2/2021
Niagara,136725,126822,12/2/2021
Oneida,141705,129994,12/2/2021
Onondaga,334403,303975,12/2/2021
Ontario,77794,71811,12/2/2021
Orange,233805,212108,12/2/2021
Orleans,22320,20731,12/2/2021
Oswego,72451,67424,12/2/2021
Otsego,37390,34713,12/2/2021
Putnam,74697,66909,12/2/2021
Queens,1926546,1751569,12/2/2021
Rensselaer,108589,99805,12/2/2021
Richmond,343025,314388,12/2/2021
Rockland,207475,186961,12/2/2021
Saratoga,173287,158557,12/2/2021
Schenectady,124011,113177,12/2/2021
Schoharie,17935,16914,12/2/2021
Schuyler,10340,9590,12/2/2021
Seneca,18049,16678,12/2/2021
St. Lawrence,66229,60700,12/2/2021
Steuben,50259,46810,12/2/2021
Suffolk,1114610,1013207,12/2/2021
Sullivan,45806,41308,12/2/2021
Tioga,23874,22386,12/2/2021
Tompkins,78411,72054,12/2/2021
Ulster,134897,122219,12/2/2021
Warren,48453,44961,12/2/2021
Washington,38514,36166,12/2/2021
Wayne,59836,55559,12/2/2021
Westchester,777829,695003,12/2/2021
Wyoming,21312,19802,12/2/2021
Yates,13465,12260,12/2/2021
Albany,228334,206813,12/3/2021
Allegany,20879,19233,12/3/2021
Bronx,1029862,915161,12/3/2021
Broome,124025,115041,12/3/2021
Cattaraugus,39728,36285,12/3/2021
Cayuga,46066,42362,12/3/2021
Chautauqua,73942,67381,12/3/2021
Chemung,44986,41823,12/3/2021
Chenango,28836,26846,12/3/2021
Clinton,54487,50887,12/3/2021
Columbia,42382,38399,12/3/2021
Cortland,27387,25469,12/3/2021
Delaware,24627,22699,12/3/2021
Dutchess,206767,185861,12/3/2021
Erie,645404,590953,12/3/2021
Essex,25759,23704,12/3/2021
Franklin,28657,26366,12/3/2021
Fulton,27695,25746,12/3/2021
Genesee,34394,32073,12/3/2021
Greene,29504,26826,12/3/2021
Hamilton,3383,3116,12/3/2021
Herkimer,34194,31783,12/3/2021
Jefferson,68585,56257,12/3/2021
Kings,1802874,1628905,12/3/2021
Lewis,13372,12581,12/3/2021
Livingston,37377,34887,12/3/2021
Madison,50309,46432,12/3/2021
Monroe,530695,489478,12/3/2021
Montgomery,32351,30248,12/3/2021
Nassau,1125309,1022717,12/3/2021
New York,1418528,1251367,12/3/2021
Niagara,136840,126971,12/3/2021
Oneida,141893,130148,12/3/2021
Onondaga,334751,304566,12/3/2021
Ontario,77863,71935,12/3/2021
Orange,234194,212527,12/3/2021
Orleans,22337,20759,12/3/2021
Oswego,72518,67518,12/3/2021
Otsego,37425,34771,12/3/2021
Putnam,74779,67027,12/3/2021
Queens,1930403,1754741,12/3/2021
Rensselaer,108701,100040,12/3/2021
Richmond,343602,314918,12/3/2021
Rockland,207696,187288,12/3/2021
Saratoga,173467,158993,12/3/2021
Schenectady,124157,113493,12/3/2021
Schoharie,17962,16931,12/3/2021
Schuyler,10349,9595,12/3/2021
Seneca,18059,16706,12/3/2021
St. Lawrence,66313,60793,12/3/2021
Steuben,50325,46899,12/3/2021
Suffolk,1116025,1014778,12/3/2021
Sullivan,45893,41365,12/3/2021
Tioga,23890,22446,12/3/2021
Tompkins,78505,72539,12/3/2021
Ulster,135138,122464,12/3/2021
Warren,48496,45009,12/3/2021
Washington,38675,36236,12/3/2021
Wayne,59891,55665,12/3/2021
Westchester,778986,696372,12/3/2021
Wyoming,21327,19818,12/3/2021
Yates,13472,12274,12/3/2021
Albany,228545,207139,12/4/2021
Allegany,20901,19244,12/4/2021
Bronx,1031452,916693,12/4/2021
Broome,124116,115274,12/4/2021
Cattaraugus,39771,36339,12/4/2021
Cayuga,46091,42428,12/4/2021
Chautauqua,74078,67609,12/4/2021
Chemung,45007,41862,12/4/2021
Chenango,28855,26866,12/4/2021
Clinton,54499,50946,12/4/2021
Columbia,42420,38454,12/4/2021
Cortland,27394,25501,12/4/2021
Delaware,24649,22723,12/4/2021
Dutchess,206943,186117,12/4/2021
Erie,646029,592661,12/4/2021
Essex,25773,23794,12/4/2021
Franklin,28669,26382,12/4/2021
Fulton,27717,25774,12/4/2021
Genesee,34417,32147,12/4/2021
Greene,29518,26849,12/4/2021
Hamilton,3384,3117,12/4/2021
Herkimer,34210,31826,12/4/2021
Jefferson,68619,56334,12/4/2021
Kings,1805738,1632850,12/4/2021
Lewis,13376,12586,12/4/2021
Livingston,37410,35000,12/4/2021
Madison,50324,46493,12/4/2021
Monroe,531353,491480,12/4/2021
Montgomery,32369,30274,12/4/2021
Nassau,1126571,1024202,12/4/2021
New York,1420653,1254174,12/4/2021
Niagara,136973,127227,12/4/2021
Oneida,141974,130443,12/4/2021
Onondaga,334947,305395,12/4/2021
Ontario,77934,72333,12/4/2021
Orange,234389,212765,12/4/2021
Orleans,22345,20788,12/4/2021
Oswego,72546,67676,12/4/2021
Otsego,37462,34822,12/4/2021
Putnam,74840,67104,12/4/2021
Queens,1934048,1757754,12/4/2021
Rensselaer,108796,100329,12/4/2021
Richmond,344116,315410,12/4/2021
Rockland,207851,187480,12/4/2021
Saratoga,173678,159270,12/4/2021
Schenectady,124265,113671,12/4/2021
Schoharie,17975,16948,12/4/2021
Schuyler,10349,9597,12/4/2021
Seneca,18076,16743,12/4/2021
St. Lawrence,66340,61188,12/4/2021
Steuben,50383,46941,12/4/2021
Suffolk,1117042,1016113,12/4/2021
Sullivan,45909,41402,12/4/2021
Tioga,23906,22501,12/4/2021
Tompkins,78556,72984,12/4/2021
Ulster,135339,123019,12/4/2021
Warren,48618,45172,12/4/2021
Washington,38743,36303,12/4/2021
Wayne,59933,55775,12/4/2021
Westchester,779861,698021,12/4/2021
Wyoming,21358,19872,12/4/2021
Yates,13478,12299,12/4/2021
Albany,228616,207382,12/5/2021
Allegany,20904,19256,12/5/2021
Bronx,1032074,917416,12/5/2021
Broome,124147,115345,12/5/2021
Cattaraugus,39792,36362,12/5/2021
Cayuga,46097,42458,12/5/2021
Chautauqua,74121,67657,12/5/2021
Chemung,45100,41994,12/5/2021
Chenango,28882,26882,12/5/2021
Clinton,54508,50971,12/5/2021
Columbia,42434,38472,12/5/2021
Cortland,27402,25512,12/5/2021
Delaware,24661,22733,12/5/2021
Dutchess,207036,186236,12/5/2021
Erie,646296,593549,12/5/2021
Essex,25774,23798,12/5/2021
Franklin,28690,26393,12/5/2021
Fulton,27726,25787,12/5/2021
Genesee,34423,32160,12/5/2021
Greene,29535,26869,12/5/2021
Hamilton,3384,3117,12/5/2021
Herkimer,34214,31854,12/5/2021
Jefferson,68649,56371,12/5/2021
Kings,1807408,1635016,12/5/2021
Lewis,13383,12592,12/5/2021
Livingston,37420,35038,12/5/2021
Madison,50340,46509,12/5/2021
Monroe,531547,492260,12/5/2021
Montgomery,32380,30293,12/5/2021
Nassau,1127275,1025454,12/5/2021
New York,1421811,1255455,12/5/2021
Niagara,137022,127342,12/5/2021
Oneida,142042,130592,12/5/2021
Onondaga,335105,305826,12/5/2021
Ontario,77965,72419,12/5/2021
Orange,234473,212914,12/5/2021
Orleans,22349,20814,12/5/2021
Oswego,72568,67710,12/5/2021
Otsego,37472,34834,12/5/2021
Putnam,74871,67137,12/5/2021
Queens,1935986,1759652,12/5/2021
Rensselaer,108842,100423,12/5/2021
Richmond,344391,315682,12/5/2021
Rockland,208026,187591,12/5/2021
Saratoga,173767,159502,12/5/2021
Schenectady,124315,113778,12/5/2021
Schoharie,17980,16951,12/5/2021
Schuyler,10352,9603,12/5/2021
Seneca,18078,16751,12/5/2021
St. Lawrence,66367,61213,12/5/2021
Steuben,50408,46972,12/5/2021
Suffolk,1117650,1017197,12/5/2021
Sullivan,45924,41417,12/5/2021
Tioga,23914,22522,12/5/2021
Tompkins,78582,73004,12/5/2021
Ulster,135395,123082,12/5/2021
Warren,48634,45236,12/5/2021
Washington,38758,36328,12/5/2021
Wayne,59948,55828,12/5/2021
Westchester,780367,699532,12/5/2021
Wyoming,21369,19895,12/5/2021
Yates,13483,12308,12/5/2021
Albany,228819,207704,12/6/2021
Allegany,20914,19270,12/6/2021
Bronx,1034369,919355,12/6/2021
Broome,124220,115465,12/6/2021
Cattaraugus,39819,36481,12/6/2021
Cayuga,46139,42500,12/6/2021
Chautauqua,74182,67709,12/6/2021
Chemung,45123,42042,12/6/2021
Chenango,28910,26899,12/6/2021
Clinton,54556,51037,12/6/2021
Columbia,42468,38631,12/6/2021
Cortland,27454,25536,12/6/2021
Delaware,24671,22748,12/6/2021
Dutchess,207194,186441,12/6/2021
Erie,646953,594682,12/6/2021
Essex,25798,23812,12/6/2021
Franklin,28709,26418,12/6/2021
Fulton,27752,25806,12/6/2021
Genesee,34445,32170,12/6/2021
Greene,29557,26886,12/6/2021
Hamilton,3388,3125,12/6/2021
Herkimer,34245,31891,12/6/2021
Jefferson,68722,56482,12/6/2021
Kings,1810587,1638217,12/6/2021
Lewis,13400,12609,12/6/2021
Livingston,37429,35069,12/6/2021
Madison,50380,46560,12/6/2021
Monroe,531959,492845,12/6/2021
Montgomery,32402,30312,12/6/2021
Nassau,1128347,1026556,12/6/2021
New York,1424426,1258255,12/6/2021
Niagara,137112,127445,12/6/2021
Oneida,142149,130698,12/6/2021
Onondaga,335423,306401,12/6/2021
Ontario,78026,72490,12/6/2021
Orange,234659,213131,12/6/2021
Orleans,22364,20831,12/6/2021
Oswego,72589,67866,12/6/2021
Otsego,37501,34848,12/6/2021
Putnam,74942,67209,12/6/2021
Queens,1939234,1762090,12/6/2021
Rensselaer,108925,100524,12/6/2021
Richmond,344814,316053,12/6/2021
Rockland,208264,187832,12/6/2021
Saratoga,173911,160111,12/6/2021
Schenectady,124417,113890,12/6/2021
Schoharie,17993,16969,12/6/2021
Schuyler,10359,9609,12/6/2021
Seneca,18085,16763,12/6/2021
St. Lawrence,66443,61359,12/6/2021
Steuben,50460,47034,12/6/2021
Suffolk,1118597,1018226,12/6/2021
Sullivan,45998,41472,12/6/2021
Tioga,23927,22534,12/6/2021
Tompkins,78641,73049,12/6/2021
Ulster,135485,123178,12/6/2021
Warren,48663,45283,12/6/2021
Washington,38796,36352,12/6/2021
Wayne,59982,55925,12/6/2021
Westchester,781352,701164,12/6/2021
Wyoming,21384,19915,12/6/2021
Yates,13501,12373,12/6/2021
Albany,229195,208107,12/7/2021
Allegany,21000,19374,12/7/2021
Bronx,1036788,921260,12/7/2021
Broome,124300,115583,12/7/2021
Cattaraugus,39840,36539,12/7/2021
Cayuga,46177,42575,12/7/2021
Chautauqua,74270,67775,12/7/2021
Chemung,45190,42155,12/7/2021
Chenango,28925,26922,12/7/2021
Clinton,54607,51088,12/7/2021
Columbia,42515,38706,12/7/2021
Cortland,27474,25570,12/7/2021
Delaware,24689,22774,12/7/2021
Dutchess,207476,186683,12/7/2021
Erie,647624,595742,12/7/2021
Essex,25824,23832,12/7/2021
Franklin,28739,26437,12/7/2021
Fulton,27787,25838,12/7/2021
Genesee,34472,32194,12/7/2021
Greene,29621,26960,12/7/2021
Hamilton,3393,3132,12/7/2021
Herkimer,34269,31921,12/7/2021
Jefferson,68823,56631,12/7/2021
Kings,1814293,1641384,12/7/2021
Lewis,13419,12624,12/7/2021
Livingston,37470,35111,12/7/2021
Madison,50409,46640,12/7/2021
Monroe,532642,493551,12/7/2021
Montgomery,32434,30364,12/7/2021
Nassau,1129900,1028136,12/7/2021
New York,1427461,1261135,12/7/2021
Niagara,137322,127638,12/7/2021
Oneida,142274,130870,12/7/2021
Onondaga,335743,307154,12/7/2021
Ontario,78089,72585,12/7/2021
Orange,234957,213510,12/7/2021
Orleans,22389,20851,12/7/2021
Oswego,72637,67937,12/7/2021
Otsego,37563,34899,12/7/2021
Putnam,75050,67316,12/7/2021
Queens,1942815,1764595,12/7/2021
Rensselaer,109064,100725,12/7/2021
Richmond,345359,316587,12/7/2021
Rockland,208512,188157,12/7/2021
Saratoga,174187,160645,12/7/2021
Schenectady,124569,114176,12/7/2021
Schoharie,18009,17026,12/7/2021
Schuyler,10397,9626,12/7/2021
Seneca,18095,16837,12/7/2021
St. Lawrence,66523,61461,12/7/2021
Steuben,50521,47183,12/7/2021
Suffolk,1119777,1019404,12/7/2021
Sullivan,46041,41528,12/7/2021
Tioga,23949,22554,12/7/2021
Tompkins,78714,73163,12/7/2021
Ulster,135583,123296,12/7/2021
Warren,48798,45378,12/7/2021
Washington,38868,36416,12/7/2021
Wayne,60046,55987,12/7/2021
Westchester,782449,702898,12/7/2021
Wyoming,21431,19958,12/7/2021
Yates,13510,12378,12/7/2021
Albany,229479,208667,12/8/2021
Allegany,21026,19401,12/8/2021
Bronx,1039288,923382,12/8/2021
Broome,124426,115740,12/8/2021
Cattaraugus,39883,36592,12/8/2021
Cayuga,46226,42674,12/8/2021
Chautauqua,74354,67873,12/8/2021
Chemung,45256,42259,12/8/2021
Chenango,28967,26974,12/8/2021
Clinton,54648,51143,12/8/2021
Columbia,42550,38737,12/8/2021
Cortland,27494,25656,12/8/2021
Delaware,24720,22805,12/8/2021
Dutchess,207699,186931,12/8/2021
Erie,648449,596793,12/8/2021
Essex,25852,23920,12/8/2021
Franklin,28764,26455,12/8/2021
Fulton,27811,25873,12/8/2021
Genesee,34527,32286,12/8/2021
Greene,29642,26978,12/8/2021
Hamilton,3394,3132,12/8/2021
Herkimer,34316,31959,12/8/2021
Jefferson,68873,56778,12/8/2021
Kings,1818661,1644771,12/8/2021
Lewis,13431,12638,12/8/2021
Livingston,37508,35133,12/8/2021
Madison,50464,46695,12/8/2021
Monroe,533285,494395,12/8/2021
Montgomery,32465,30390,12/8/2021
Nassau,1131303,1029551,12/8/2021
New York,1430304,1263596,12/8/2021
Niagara,137545,127970,12/8/2021
Oneida,142382,131098,12/8/2021
Onondaga,336068,307688,12/8/2021
Ontario,78240,72897,12/8/2021
Orange,235289,213845,12/8/2021
Orleans,22408,20865,12/8/2021
Oswego,72678,68001,12/8/2021
Otsego,37591,34972,12/8/2021
Putnam,75142,67435,12/8/2021
Queens,1946055,1766788,12/8/2021
Rensselaer,109186,100850,12/8/2021
Richmond,345888,317028,12/8/2021
Rockland,208819,188424,12/8/2021
Saratoga,174370,161359,12/8/2021
Schenectady,124708,114430,12/8/2021
Schoharie,18029,17052,12/8/2021
Schuyler,10403,9639,12/8/2021
Seneca,18141,16862,12/8/2021
St. Lawrence,66605,61622,12/8/2021
Steuben,50574,47248,12/8/2021
Suffolk,1121044,1020625,12/8/2021
Sullivan,46093,41567,12/8/2021
Tioga,23970,22577,12/8/2021
Tompkins,78806,73230,12/8/2021
Ulster,135818,123612,12/8/2021
Warren,48862,45431,12/8/2021
Washington,38917,36439,12/8/2021
Wayne,60107,56092,12/8/2021
Westchester,784255,704366,12/8/2021
Wyoming,21446,19994,12/8/2021
Yates,13521,12403,12/8/2021
Albany,229707,209098,12/9/2021
Allegany,21051,19426,12/9/2021
Bronx,1041628,925126,12/9/2021
Broome,124576,116033,12/9/2021
Cattaraugus,39942,36671,12/9/2021
Cayuga,46265,42750,12/9/2021
Chautauqua,74439,67956,12/9/2021
Chemung,45291,42306,12/9/2021
Chenango,28994,27072,12/9/2021
Clinton,54724,51217,12/9/2021
Columbia,42583,38944,12/9/2021
Cortland,27514,25696,12/9/2021
Delaware,24749,22838,12/9/2021
Dutchess,207939,187209,12/9/2021
Erie,649255,597921,12/9/2021
Essex,25895,23948,12/9/2021
Franklin,28816,26484,12/9/2021
Fulton,27842,25908,12/9/2021
Genesee,34538,32344,12/9/2021
Greene,29684,27027,12/9/2021
Hamilton,3394,3133,12/9/2021
Herkimer,34360,31993,12/9/2021
Jefferson,68951,56920,12/9/2021
Kings,1822912,1648086,12/9/2021
Lewis,13446,12669,12/9/2021
Livingston,37528,35169,12/9/2021
Madison,50500,46746,12/9/2021
Monroe,534004,495125,12/9/2021
Montgomery,32500,30418,12/9/2021
Nassau,1132868,1031789,12/9/2021
New York,1433085,1265771,12/9/2021
Niagara,137684,128144,12/9/2021
Oneida,142530,131216,12/9/2021
Onondaga,336339,308241,12/9/2021
Ontario,78286,73032,12/9/2021
Orange,235604,214123,12/9/2021
Orleans,22449,20920,12/9/2021
Oswego,72756,68259,12/9/2021
Otsego,37633,35028,12/9/2021
Putnam,75238,67648,12/9/2021
Queens,1949392,1769192,12/9/2021
Rensselaer,109296,100998,12/9/2021
Richmond,346522,317470,12/9/2021
Rockland,209123,188859,12/9/2021
Saratoga,174573,161588,12/9/2021
Schenectady,124812,114753,12/9/2021
Schoharie,18046,17075,12/9/2021
Schuyler,10406,9644,12/9/2021
Seneca,18161,16912,12/9/2021
St. Lawrence,66651,61772,12/9/2021
Steuben,50613,47302,12/9/2021
Suffolk,1122371,1022286,12/9/2021
Sullivan,46149,41606,12/9/2021
Tioga,23985,22611,12/9/2021
Tompkins,78904,73293,12/9/2021
Ulster,135917,123728,12/9/2021
Warren,48962,45502,12/9/2021
Washington,38975,36492,12/9/2021
Wayne,60193,56179,12/9/2021
Westchester,785356,705934,12/9/2021
Wyoming,21461,20019,12/9/2021
Yates,13531,12435,12/9/2021
Albany,229931,209405,12/10/2021
Allegany,21066,19531,12/10/2021
Bronx,1043778,926796,12/10/2021
Broome,124691,116173,12/10/2021
Cattaraugus,39981,36745,12/10/2021
Cayuga,46335,42851,12/10/2021
Chautauqua,74549,68034,12/10/2021
Chemung,45354,42430,12/10/2021
Chenango,29024,27136,12/10/2021
Clinton,54780,51275,12/10/2021
Columbia,42624,38976,12/10/2021
Cortland,27526,25773,12/10/2021
Delaware,24771,22866,12/10/2021
Dutchess,208162,187487,12/10/2021
Erie,650134,598987,12/10/2021
Essex,25922,23968,12/10/2021
Franklin,28845,26514,12/10/2021
Fulton,27872,25950,12/10/2021
Genesee,34570,32365,12/10/2021
Greene,29711,27049,12/10/2021
Hamilton,3394,3135,12/10/2021
