,Date,County,Place of Fatality,Deaths by County of Residence,New Positives,Patients Currently Hospitalized,Patients Newly Admitted
32943,9/11/2021,Herkimer,54,114,21.0,3.0,0.0
32944,9/11/2021,Jefferson,59,70,43.0,12.0,3.0
32945,9/11/2021,Kings,"6,693","7,437",567.0,237.0,11.0
32946,9/11/2021,Lewis,13,36,12.0,4.0,0.0
32947,9/11/2021,Livingston,39,63,27.0,8.0,0.0
32948,9/11/2021,Madison,79,93,24.0,8.0,0.0
32949,9/11/2021,New York,"5,067","3,098",370.0,202.0,12.0
32950,9/11/2021,Monroe,"1,294","1,146",238.0,135.0,15.0
32951,9/11/2021,Montgomery,112,133,15.0,10.0,0.0
32952,9/11/2021,Nassau,"3,917","3,235",394.0,207.0,20.0
32953,9/11/2021,Niagara,236,379,41.0,12.0,2.0
32954,9/11/2021,Oneida,547,529,104.0,50.0,4.0
32955,9/11/2021,Onondaga,823,695,244.0,116.0,19.0
32956,9/11/2021,Ontario,120,95,39.0,17.0,6.0
32957,9/11/2021,Orange,778,746,146.0,65.0,5.0
32958,9/11/2021,Orleans,49,83,20.0,4.0,0.0
32959,9/11/2021,Oswego,67,99,74.0,10.0,3.0
32960,9/11/2021,Otsego,73,50,18.0,12.0,2.0
32961,9/11/2021,Putnam,88,95,14.0,1.0,1.0
32962,9/11/2021,Queens,"5,739","7,066",404.0,169.0,9.0
32963,9/11/2021,Rensselaer,124,154,36.0,15.0,4.0
32964,9/11/2021,Richmond,"1,156","1,181",132.0,60.0,3.0
32965,9/11/2021,Rockland,729,766,121.0,23.0,4.0
32966,9/11/2021,Saratoga,138,184,61.0,21.0,2.0
32967,9/11/2021,Schenectady,205,213,31.0,18.0,2.0
32968,9/11/2021,Schoharie,6,20,11.0,2.0,0.0
32969,9/11/2021,Schuyler,5,16,8.0,0.0,0.0
32970,9/11/2021,Seneca,30,58,9.0,~,~
32972,9/11/2021,Steuben,124,152,39.0,11.0,2.0
32973,9/11/2021,Suffolk,"3,519","3,490",520.0,251.0,32.0
32974,9/11/2021,Sullivan,67,79,24.0,14.0,0.0
32975,9/11/2021,Tioga,39,65,16.0,~,~
32976,9/11/2021,Tompkins,61,56,48.0,13.0,2.0
32977,9/11/2021,Ulster,155,268,96.0,13.0,2.0
32978,9/11/2021,Warren,99,76,27.0,13.0,2.0
32979,9/11/2021,Washington,32,59,41.0,~,~
32980,9/11/2021,Wayne,43,76,44.0,8.0,1.0
32981,9/11/2021,Westchester,"2,511","2,321",150.0,96.0,6.0
32982,9/11/2021,Wyoming,40,54,10.0,3.0,0.0
32983,9/11/2021,Yates,20,26,9.0,1.0,0.0
32984,9/12/2021,Albany,617,367,64.0,68.0,6.0
32985,9/12/2021,Allegany,59,91,13.0,7.0,1.0
32986,9/12/2021,Bronx,"4,192","4,628",211.0,112.0,8.0
32987,9/12/2021,Broome,427,379,59.0,44.0,4.0
32988,9/12/2021,Cattaraugus,102,96,18.0,12.0,0.0
32989,9/12/2021,Cayuga,81,100,44.0,11.0,2.0
32990,9/12/2021,Chautauqua,148,153,45.0,31.0,5.0
32991,9/12/2021,Chemung,180,141,19.0,20.0,4.0
32992,9/12/2021,Chenango,56,85,11.0,1.0,0.0
32993,9/12/2021,Clinton,40,33,22.0,12.0,0.0
32994,9/12/2021,Columbia,109,107,8.0,9.0,0.0
32995,9/12/2021,Cortland,65,68,18.0,11.0,3.0
32996,9/12/2021,Delaware,17,40,13.0,1.0,0.0
32997,9/12/2021,Dutchess,505,478,53.0,46.0,7.0
32998,9/12/2021,Erie,"2,071","1,867",198.0,119.0,9.0
32999,9/12/2021,Essex,22,29,6.0,0.0,0.0
33000,9/12/2021,Franklin,10,13,40.0,4.0,0.0
33001,9/12/2021,Fulton,64,97,15.0,5.0,1.0
33002,9/12/2021,Genesee,108,126,14.0,9.0,0.0
33003,9/12/2021,Greene,30,82,7.0,~,~
33004,9/12/2021,Hamilton,0,3,0.0,~,~
33005,9/12/2021,Herkimer,54,114,9.0,3.0,1.0
33006,9/12/2021,Jefferson,59,70,33.0,11.0,1.0
33007,9/12/2021,Kings,"6,699","7,443",458.0,239.0,16.0
33008,9/12/2021,Lewis,13,36,1.0,4.0,0.0
33009,9/12/2021,Livingston,39,63,9.0,6.0,0.0
33010,9/12/2021,Madison,80,94,13.0,6.0,0.0
33011,9/12/2021,New York,"5,067","3,098",282.0,209.0,19.0
33012,9/12/2021,Monroe,"1,294","1,146",143.0,137.0,5.0
33013,9/12/2021,Montgomery,112,133,8.0,11.0,2.0
33014,9/12/2021,Nassau,"3,919","3,237",250.0,208.0,17.0
33015,9/12/2021,Niagara,236,379,65.0,14.0,1.0
33016,9/12/2021,Oneida,549,530,50.0,53.0,8.0
33017,9/12/2021,Onondaga,825,697,106.0,119.0,17.0
33018,9/12/2021,Ontario,120,95,22.0,18.0,3.0
33019,9/12/2021,Orange,779,747,85.0,64.0,4.0
33020,9/12/2021,Orleans,49,83,11.0,4.0,0.0
33021,9/12/2021,Oswego,67,100,24.0,13.0,3.0
33022,9/12/2021,Otsego,73,50,11.0,12.0,1.0
33023,9/12/2021,Putnam,88,95,24.0,1.0,0.0
33024,9/12/2021,Queens,"5,744","7,071",336.0,166.0,15.0
33025,9/12/2021,Rensselaer,124,154,39.0,15.0,0.0
33026,9/12/2021,Richmond,"1,157","1,182",101.0,61.0,9.0
33027,9/12/2021,Rockland,729,766,47.0,23.0,2.0
33028,9/12/2021,Saratoga,138,184,39.0,22.0,1.0
33029,9/12/2021,Schenectady,205,213,36.0,19.0,2.0
33030,9/12/2021,Schoharie,6,20,8.0,3.0,1.0
33031,9/12/2021,Schuyler,5,16,3.0,0.0,0.0
33032,9/12/2021,Seneca,30,58,10.0,~,~
33034,9/12/2021,Steuben,125,153,24.0,12.0,3.0
33035,9/12/2021,Suffolk,"3,521","3,492",211.0,233.0,25.0
33036,9/12/2021,Sullivan,67,79,18.0,10.0,0.0
33037,9/12/2021,Tioga,39,65,18.0,~,~
33038,9/12/2021,Tompkins,62,57,14.0,13.0,3.0
33039,9/12/2021,Ulster,155,268,33.0,13.0,0.0
33040,9/12/2021,Warren,99,76,22.0,13.0,1.0
33041,9/12/2021,Washington,32,59,23.0,~,~
33042,9/12/2021,Wayne,43,76,18.0,13.0,2.0
33043,9/12/2021,Westchester,"2,511","2,321",134.0,95.0,9.0
33044,9/12/2021,Wyoming,40,54,4.0,2.0,0.0
33045,9/12/2021,Yates,20,26,6.0,1.0,0.0
33046,9/13/2021,Albany,618,368,48.0,71.0,8.0
33047,9/13/2021,Allegany,59,91,14.0,7.0,0.0
33048,9/13/2021,Bronx,"4,196","4,632",228.0,111.0,8.0
33049,9/13/2021,Broome,427,379,61.0,43.0,1.0
33050,9/13/2021,Cattaraugus,102,96,20.0,13.0,1.0
33051,9/13/2021,Cayuga,81,100,18.0,14.0,3.0
33052,9/13/2021,Chautauqua,148,153,22.0,36.0,6.0
33053,9/13/2021,Chemung,181,142,21.0,20.0,1.0
33054,9/13/2021,Chenango,56,85,11.0,2.0,2.0
33055,9/13/2021,Clinton,40,33,8.0,15.0,3.0
33056,9/13/2021,Columbia,109,107,12.0,9.0,0.0
33057,9/13/2021,Cortland,65,68,9.0,14.0,3.0
33058,9/13/2021,Delaware,17,40,22.0,1.0,0.0
33059,9/13/2021,Dutchess,506,479,78.0,45.0,4.0
33060,9/13/2021,Erie,"2,074","1,870",115.0,120.0,12.0
33061,9/13/2021,Essex,22,29,8.0,0.0,0.0
33062,9/13/2021,Franklin,10,13,24.0,7.0,4.0
33063,9/13/2021,Fulton,64,97,22.0,5.0,0.0
33064,9/13/2021,Genesee,108,126,8.0,10.0,0.0
33065,9/13/2021,Greene,30,82,6.0,~,~
33066,9/13/2021,Hamilton,0,3,2.0,~,~
33067,9/13/2021,Herkimer,54,115,18.0,3.0,0.0
33068,9/13/2021,Jefferson,59,70,19.0,9.0,1.0
33069,9/13/2021,Kings,"6,701","7,445",551.0,229.0,27.0
33070,9/13/2021,Lewis,13,36,5.0,3.0,0.0
33071,9/13/2021,Livingston,39,63,12.0,7.0,1.0
33072,9/13/2021,Madison,80,94,9.0,7.0,1.0
33073,9/13/2021,New York,"5,068","3,099",255.0,225.0,18.0
33074,9/13/2021,Monroe,"1,296","1,148",97.0,138.0,10.0
33075,9/13/2021,Montgomery,112,133,21.0,13.0,2.0
33076,9/13/2021,Nassau,"3,921","3,239",407.0,220.0,23.0
33077,9/13/2021,Niagara,236,379,28.0,17.0,4.0
33078,9/13/2021,Oneida,552,532,48.0,52.0,4.0
33079,9/13/2021,Onondaga,826,698,51.0,120.0,15.0
33080,9/13/2021,Ontario,120,95,19.0,18.0,3.0
33081,9/13/2021,Orange,779,747,84.0,65.0,10.0
33082,9/13/2021,Orleans,49,83,2.0,4.0,0.0
33083,9/13/2021,Oswego,67,100,47.0,17.0,4.0
33084,9/13/2021,Otsego,73,50,12.0,11.0,1.0
33085,9/13/2021,Putnam,88,95,24.0,1.0,0.0
33086,9/13/2021,Queens,"5,744","7,071",392.0,177.0,18.0
33087,9/13/2021,Rensselaer,124,154,31.0,14.0,3.0
33088,9/13/2021,Richmond,"1,157","1,182",119.0,59.0,4.0
33089,9/13/2021,Rockland,729,766,71.0,23.0,2.0
33090,9/13/2021,Saratoga,139,184,45.0,25.0,5.0
33091,9/13/2021,Schenectady,205,213,30.0,20.0,3.0
33092,9/13/2021,Schoharie,6,20,7.0,3.0,1.0
33093,9/13/2021,Schuyler,5,16,4.0,0.0,0.0
33094,9/13/2021,Seneca,30,58,3.0,~,~
33096,9/13/2021,Steuben,125,153,22.0,13.0,2.0
33097,9/13/2021,Suffolk,"3,523","3,494",556.0,251.0,24.0
33098,9/13/2021,Sullivan,68,79,12.0,11.0,3.0
33099,9/13/2021,Tioga,39,65,9.0,~,~
33100,9/13/2021,Tompkins,62,57,7.0,15.0,2.0
33101,9/13/2021,Ulster,156,270,35.0,14.0,3.0
33102,9/13/2021,Warren,99,76,19.0,15.0,3.0
33103,9/13/2021,Washington,32,60,22.0,~,~
33104,9/13/2021,Wayne,43,76,28.0,13.0,1.0
33105,9/13/2021,Westchester,"2,512","2,322",156.0,94.0,6.0
33106,9/13/2021,Wyoming,40,54,6.0,2.0,0.0
33107,9/13/2021,Yates,20,26,8.0,1.0,0.0
33108,9/14/2021,Albany,618,368,57.0,70.0,6.0
33109,9/14/2021,Allegany,59,91,7.0,12.0,4.0
33110,9/14/2021,Bronx,"4,198","4,632",198.0,110.0,14.0
33111,9/14/2021,Broome,427,379,97.0,44.0,2.0
33112,9/14/2021,Cattaraugus,102,96,16.0,15.0,3.0
33113,9/14/2021,Cayuga,81,100,22.0,16.0,4.0
33114,9/14/2021,Chautauqua,148,153,40.0,31.0,1.0
33115,9/14/2021,Chemung,181,142,29.0,22.0,3.0
33116,9/14/2021,Chenango,56,85,12.0,2.0,0.0
33117,9/14/2021,Clinton,40,33,28.0,15.0,0.0
33118,9/14/2021,Columbia,109,107,16.0,9.0,1.0
33119,9/14/2021,Cortland,66,69,19.0,12.0,0.0
33120,9/14/2021,Delaware,17,40,24.0,2.0,1.0
33121,9/14/2021,Dutchess,507,480,72.0,37.0,2.0
33122,9/14/2021,Erie,"2,076","1,871",161.0,122.0,14.0
33123,9/14/2021,Essex,22,29,4.0,0.0,0.0
33124,9/14/2021,Franklin,12,15,25.0,6.0,2.0
33125,9/14/2021,Fulton,64,97,17.0,7.0,4.0
33126,9/14/2021,Genesee,108,126,3.0,7.0,0.0
33127,9/14/2021,Greene,30,82,13.0,~,~
33128,9/14/2021,Hamilton,0,3,3.0,~,~
33129,9/14/2021,Herkimer,54,115,25.0,3.0,0.0
33130,9/14/2021,Jefferson,59,70,21.0,10.0,3.0
33131,9/14/2021,Kings,"6,703","7,447",656.0,229.0,21.0
33132,9/14/2021,Lewis,13,36,22.0,1.0,0.0
33133,9/14/2021,Livingston,40,63,20.0,7.0,2.0
33134,9/14/2021,Madison,82,96,16.0,5.0,1.0
33135,9/14/2021,New York,"5,068","3,101",285.0,198.0,18.0
33136,9/14/2021,Monroe,"1,296","1,148",195.0,138.0,16.0
33137,9/14/2021,Montgomery,112,133,10.0,14.0,1.0
33138,9/14/2021,Nassau,"3,921","3,239",438.0,225.0,12.0
33139,9/14/2021,Niagara,237,381,35.0,16.0,1.0
33140,9/14/2021,Oneida,552,532,85.0,58.0,5.0
33141,9/14/2021,Onondaga,829,701,110.0,107.0,7.0
33142,9/14/2021,Ontario,120,95,20.0,17.0,1.0
33143,9/14/2021,Orange,780,748,158.0,62.0,9.0
33144,9/14/2021,Orleans,49,83,21.0,4.0,0.0
33145,9/14/2021,Oswego,67,100,40.0,15.0,0.0
33146,9/14/2021,Otsego,73,50,15.0,10.0,0.0
33147,9/14/2021,Putnam,88,95,25.0,1.0,0.0
33148,9/14/2021,Queens,"5,745","7,072",392.0,187.0,15.0
33149,9/14/2021,Rensselaer,124,154,27.0,15.0,3.0
33150,9/14/2021,Richmond,"1,158","1,183",140.0,64.0,9.0
33151,9/14/2021,Rockland,729,766,128.0,22.0,4.0
33152,9/14/2021,Saratoga,139,184,27.0,22.0,1.0
33153,9/14/2021,Schenectady,205,213,27.0,17.0,0.0
33154,9/14/2021,Schoharie,6,20,5.0,2.0,0.0
33155,9/14/2021,Schuyler,5,16,5.0,0.0,0.0
33156,9/14/2021,Seneca,30,58,8.0,~,~
33158,9/14/2021,Steuben,125,154,40.0,11.0,1.0
33159,9/14/2021,Suffolk,"3,527","3,498",525.0,249.0,36.0
33160,9/14/2021,Sullivan,68,79,27.0,11.0,1.0
33161,9/14/2021,Tioga,39,65,20.0,~,~
33162,9/14/2021,Tompkins,64,59,43.0,12.0,2.0
33163,9/14/2021,Ulster,156,270,51.0,12.0,1.0
33164,9/14/2021,Warren,99,76,19.0,12.0,0.0
33165,9/14/2021,Washington,33,61,20.0,~,~
33166,9/14/2021,Wayne,43,76,39.0,14.0,0.0
33167,9/14/2021,Westchester,"2,515","2,325",177.0,83.0,13.0
33168,9/14/2021,Wyoming,40,54,12.0,4.0,2.0
33169,9/14/2021,Yates,20,26,6.0,1.0,0.0
33170,9/15/2021,Albany,618,368,130.0,67.0,4.0
33171,9/15/2021,Allegany,60,92,30.0,11.0,0.0
33172,9/15/2021,Bronx,"4,199","4,633",241.0,105.0,9.0
33173,9/15/2021,Broome,429,380,91.0,43.0,3.0
33174,9/15/2021,Cattaraugus,102,96,51.0,14.0,0.0
33175,9/15/2021,Cayuga,81,100,63.0,20.0,7.0
33176,9/15/2021,Chautauqua,149,154,118.0,34.0,5.0
33177,9/15/2021,Chemung,182,142,62.0,23.0,5.0
33178,9/15/2021,Chenango,56,85,18.0,1.0,1.0
33179,9/15/2021,Clinton,41,34,44.0,12.0,0.0
33180,9/15/2021,Columbia,109,107,23.0,10.0,1.0
33181,9/15/2021,Cortland,66,69,33.0,8.0,0.0
33182,9/15/2021,Delaware,17,40,28.0,2.0,0.0
33183,9/15/2021,Dutchess,508,481,91.0,33.0,5.0
33184,9/15/2021,Erie,"2,078","1,873",400.0,121.0,12.0
33185,9/15/2021,Essex,22,29,12.0,1.0,1.0
33186,9/15/2021,Franklin,12,15,28.0,6.0,1.0
33187,9/15/2021,Fulton,64,97,36.0,6.0,1.0
33188,9/15/2021,Genesee,108,126,36.0,7.0,0.0
33189,9/15/2021,Greene,30,82,14.0,~,~
33190,9/15/2021,Hamilton,0,3,2.0,~,~
33191,9/15/2021,Herkimer,54,115,24.0,3.0,0.0
33192,9/15/2021,Jefferson,60,71,73.0,12.0,3.0
33193,9/15/2021,Kings,"6,705","7,450",700.0,223.0,23.0
33194,9/15/2021,Lewis,13,36,20.0,2.0,1.0
33195,9/15/2021,Livingston,40,63,25.0,7.0,0.0
33196,9/15/2021,Madison,82,96,32.0,4.0,0.0
33197,9/15/2021,New York,"5,068","3,101",456.0,191.0,10.0
33198,9/15/2021,Monroe,"1,300","1,151",296.0,139.0,12.0
33199,9/15/2021,Montgomery,112,133,36.0,13.0,2.0
33200,9/15/2021,Nassau,"3,923","3,240",480.0,210.0,14.0
33201,9/15/2021,Niagara,237,381,101.0,16.0,1.0
33202,9/15/2021,Oneida,555,536,134.0,61.0,6.0
33203,9/15/2021,Onondaga,831,703,288.0,104.0,13.0
33204,9/15/2021,Ontario,120,95,44.0,18.0,3.0
33205,9/15/2021,Orange,782,750,116.0,61.0,7.0
33206,9/15/2021,Orleans,49,83,23.0,3.0,1.0
33207,9/15/2021,Oswego,67,100,98.0,18.0,4.0
33208,9/15/2021,Otsego,73,50,35.0,11.0,0.0
33209,9/15/2021,Putnam,88,95,23.0,2.0,1.0
33210,9/15/2021,Queens,"5,748","7,075",395.0,177.0,16.0
33211,9/15/2021,Rensselaer,124,154,67.0,16.0,1.0
33212,9/15/2021,Richmond,"1,158","1,183",199.0,58.0,3.0
33213,9/15/2021,Rockland,729,766,99.0,25.0,3.0
33214,9/15/2021,Saratoga,139,184,90.0,20.0,1.0
33215,9/15/2021,Schenectady,205,213,60.0,19.0,2.0
33216,9/15/2021,Schoharie,6,20,7.0,2.0,0.0
33217,9/15/2021,Schuyler,5,16,14.0,0.0,0.0
33218,9/15/2021,Seneca,30,58,28.0,~,~
33220,9/15/2021,Steuben,125,155,72.0,12.0,2.0
33221,9/15/2021,Suffolk,"3,529","3,500",595.0,245.0,29.0
33222,9/15/2021,Sullivan,69,80,29.0,9.0,0.0
33223,9/15/2021,Tioga,39,66,15.0,~,~
33224,9/15/2021,Tompkins,64,59,35.0,14.0,2.0
33225,9/15/2021,Ulster,156,270,52.0,13.0,3.0
33226,9/15/2021,Warren,99,76,38.0,17.0,4.0
33227,9/15/2021,Washington,33,61,29.0,~,~
33228,9/15/2021,Wayne,43,76,47.0,13.0,0.0
33229,9/15/2021,Westchester,"2,516","2,326",194.0,84.0,10.0
33230,9/15/2021,Wyoming,40,54,19.0,6.0,2.0
33231,9/15/2021,Yates,20,26,7.0,1.0,0.0
33232,9/16/2021,Albany,618,368,69.0,69.0,9.0
33233,9/16/2021,Allegany,60,92,20.0,11.0,0.0
33234,9/16/2021,Bronx,"4,199","4,633",294.0,105.0,7.0
33235,9/16/2021,Broome,430,381,100.0,47.0,1.0
33236,9/16/2021,Cattaraugus,102,96,27.0,16.0,3.0
33237,9/16/2021,Cayuga,81,100,35.0,20.0,3.0
33238,9/16/2021,Chautauqua,149,154,85.0,36.0,5.0
33239,9/16/2021,Chemung,182,142,65.0,23.0,3.0
33240,9/16/2021,Chenango,56,85,14.0,1.0,0.0
33241,9/16/2021,Clinton,41,34,33.0,14.0,1.0
33242,9/16/2021,Columbia,109,107,10.0,11.0,1.0
33243,9/16/2021,Cortland,66,69,28.0,13.0,5.0
33244,9/16/2021,Delaware,17,40,33.0,1.0,0.0
33245,9/16/2021,Dutchess,509,483,95.0,32.0,3.0
33246,9/16/2021,Erie,"2,080","1,875",250.0,122.0,9.0
33247,9/16/2021,Essex,22,29,22.0,1.0,0.0
33248,9/16/2021,Franklin,12,15,29.0,7.0,1.0
33249,9/16/2021,Fulton,64,97,19.0,5.0,1.0
33250,9/16/2021,Genesee,108,126,19.0,6.0,0.0
33251,9/16/2021,Greene,30,82,10.0,~,~
33252,9/16/2021,Hamilton,0,3,1.0,~,~
33253,9/16/2021,Herkimer,54,115,10.0,2.0,0.0
33254,9/16/2021,Jefferson,60,71,54.0,12.0,1.0
33255,9/16/2021,Kings,"6,710","7,457",615.0,218.0,22.0
33256,9/16/2021,Lewis,13,36,6.0,4.0,2.0
33257,9/16/2021,Livingston,40,64,17.0,6.0,0.0
33258,9/16/2021,Madison,82,96,9.0,5.0,2.0
33259,9/16/2021,New York,"5,069","3,101",386.0,190.0,14.0
33260,9/16/2021,Monroe,"1,302","1,151",197.0,141.0,16.0
33261,9/16/2021,Montgomery,112,133,12.0,13.0,0.0
33262,9/16/2021,Nassau,"3,927","3,243",477.0,203.0,13.0
33263,9/16/2021,Niagara,238,382,62.0,16.0,1.0
33264,9/16/2021,Oneida,557,538,109.0,61.0,7.0
33265,9/16/2021,Onondaga,832,704,217.0,116.0,21.0
33266,9/16/2021,Ontario,120,95,28.0,19.0,2.0
33267,9/16/2021,Orange,782,750,108.0,62.0,7.0
33268,9/16/2021,Orleans,49,83,22.0,3.0,0.0
33269,9/16/2021,Oswego,67,100,68.0,20.0,2.0
33270,9/16/2021,Otsego,73,50,11.0,10.0,1.0
33271,9/16/2021,Putnam,88,95,29.0,3.0,1.0
33272,9/16/2021,Queens,"5,752","7,079",457.0,170.0,12.0
33273,9/16/2021,Rensselaer,124,154,46.0,18.0,4.0
33274,9/16/2021,Richmond,"1,158","1,183",156.0,58.0,6.0
33275,9/16/2021,Rockland,729,767,81.0,29.0,6.0
33276,9/16/2021,Saratoga,140,185,36.0,20.0,2.0
33277,9/16/2021,Schenectady,206,214,33.0,18.0,2.0
33278,9/16/2021,Schoharie,6,20,6.0,2.0,0.0
33279,9/16/2021,Schuyler,5,16,7.0,1.0,0.0
33280,9/16/2021,Seneca,30,58,19.0,~,~
33282,9/16/2021,Steuben,125,155,54.0,15.0,2.0
33283,9/16/2021,Suffolk,"3,532","3,502",702.0,250.0,33.0
33284,9/16/2021,Sullivan,69,80,29.0,8.0,0.0
33285,9/16/2021,Tioga,39,66,18.0,~,~
33286,9/16/2021,Tompkins,64,59,27.0,12.0,0.0
33287,9/16/2021,Ulster,156,270,39.0,12.0,1.0
33288,9/16/2021,Warren,99,76,25.0,20.0,5.0
33289,9/16/2021,Washington,33,61,23.0,~,~
33290,9/16/2021,Wayne,43,77,40.0,12.0,0.0
33291,9/16/2021,Westchester,"2,518","2,327",166.0,81.0,12.0
33292,9/16/2021,Wyoming,40,54,13.0,6.0,0.0
33293,9/16/2021,Yates,20,26,7.0,1.0,0.0
33294,9/17/2021,Albany,619,368,91.0,72.0,8.0
33295,9/17/2021,Allegany,60,92,21.0,11.0,3.0
33296,9/17/2021,Bronx,"4,199","4,634",259.0,108.0,19.0
33297,9/17/2021,Broome,432,382,117.0,53.0,7.0
33298,9/17/2021,Cattaraugus,102,96,23.0,20.0,4.0
33299,9/17/2021,Cayuga,81,100,22.0,16.0,2.0
33300,9/17/2021,Chautauqua,150,155,52.0,36.0,4.0
33301,9/17/2021,Chemung,182,142,52.0,27.0,4.0
33302,9/17/2021,Chenango,56,85,21.0,1.0,0.0
33303,9/17/2021,Clinton,41,34,65.0,16.0,2.0
33304,9/17/2021,Columbia,109,107,22.0,13.0,2.0
33305,9/17/2021,Cortland,66,69,18.0,13.0,0.0
33306,9/17/2021,Delaware,17,40,15.0,1.0,0.0
33307,9/17/2021,Dutchess,509,483,79.0,35.0,7.0
33308,9/17/2021,Erie,"2,081","1,876",146.0,111.0,5.0
33309,9/17/2021,Essex,22,29,8.0,1.0,0.0
33310,9/17/2021,Franklin,12,15,43.0,7.0,1.0
33311,9/17/2021,Fulton,64,97,12.0,3.0,1.0
33312,9/17/2021,Genesee,109,127,24.0,7.0,0.0
33313,9/17/2021,Greene,30,82,21.0,~,~
33314,9/17/2021,Hamilton,0,3,3.0,~,~
33315,9/17/2021,Herkimer,54,115,19.0,2.0,0.0
33316,9/17/2021,Jefferson,60,71,41.0,10.0,1.0
33317,9/17/2021,Kings,"6,712","7,460",687.0,206.0,15.0
33318,9/17/2021,Lewis,13,36,8.0,4.0,0.0
33319,9/17/2021,Livingston,40,64,15.0,6.0,0.0
33320,9/17/2021,Madison,82,96,16.0,6.0,1.0
33321,9/17/2021,New York,"5,073","3,104",473.0,188.0,22.0
33322,9/17/2021,Monroe,"1,305","1,154",168.0,135.0,15.0
33323,9/17/2021,Montgomery,112,133,35.0,12.0,0.0
33324,9/17/2021,Nassau,"3,929","3,244",372.0,205.0,25.0
33325,9/17/2021,Niagara,238,382,51.0,19.0,2.0
33326,9/17/2021,Oneida,558,539,80.0,59.0,5.0
33327,9/17/2021,Onondaga,834,706,128.0,114.0,15.0
33328,9/17/2021,Ontario,120,95,23.0,21.0,5.0
33329,9/17/2021,Orange,784,750,102.0,61.0,5.0
33330,9/17/2021,Orleans,49,83,11.0,3.0,1.0
33331,9/17/2021,Oswego,67,100,36.0,15.0,0.0
33332,9/17/2021,Otsego,74,51,12.0,11.0,1.0
33333,9/17/2021,Putnam,88,95,37.0,4.0,1.0
33334,9/17/2021,Queens,"5,755","7,082",516.0,171.0,17.0
33335,9/17/2021,Rensselaer,124,154,42.0,17.0,2.0
33336,9/17/2021,Richmond,"1,158","1,183",147.0,65.0,12.0
33337,9/17/2021,Rockland,729,767,56.0,31.0,4.0
33338,9/17/2021,Saratoga,140,185,68.0,22.0,2.0
33339,9/17/2021,Schenectady,206,214,52.0,19.0,6.0
33340,9/17/2021,Schoharie,6,20,9.0,2.0,0.0
33341,9/17/2021,Schuyler,5,16,2.0,1.0,0.0
33342,9/17/2021,Seneca,30,58,10.0,~,~
33344,9/17/2021,Steuben,126,156,54.0,15.0,0.0
33345,9/17/2021,Suffolk,"3,534","3,504",512.0,239.0,26.0
33346,9/17/2021,Sullivan,69,81,23.0,8.0,0.0
33347,9/17/2021,Tioga,39,67,16.0,~,~
33348,9/17/2021,Tompkins,64,59,46.0,9.0,0.0
33349,9/17/2021,Ulster,156,270,50.0,12.0,2.0
33350,9/17/2021,Warren,99,76,23.0,22.0,3.0
33351,9/17/2021,Washington,33,61,17.0,~,~
33352,9/17/2021,Wayne,43,77,32.0,14.0,0.0
33353,9/17/2021,Westchester,"2,518","2,327",179.0,77.0,11.0
33354,9/17/2021,Wyoming,40,54,9.0,6.0,0.0
33355,9/17/2021,Yates,20,26,8.0,1.0,0.0
33356,9/18/2021,Albany,621,368,75.0,72.0,15.0
33357,9/18/2021,Allegany,60,92,14.0,7.0,0.0
33358,9/18/2021,Bronx,"4,199","4,635",196.0,98.0,4.0
33359,9/18/2021,Broome,435,384,71.0,47.0,2.0
33360,9/18/2021,Cattaraugus,102,96,30.0,20.0,0.0
33361,9/18/2021,Cayuga,81,100,46.0,19.0,4.0
33362,9/18/2021,Chautauqua,150,155,122.0,34.0,3.0
33363,9/18/2021,Chemung,183,144,67.0,30.0,5.0
33364,9/18/2021,Chenango,56,86,15.0,3.0,2.0
33365,9/18/2021,Clinton,41,34,56.0,17.0,1.0
33366,9/18/2021,Columbia,110,107,28.0,12.0,0.0
33367,9/18/2021,Cortland,66,69,38.0,16.0,3.0
33368,9/18/2021,Delaware,17,40,12.0,1.0,0.0
33369,9/18/2021,Dutchess,510,483,73.0,33.0,6.0
33370,9/18/2021,Erie,"2,084","1,879",266.0,110.0,15.0
33371,9/18/2021,Essex,22,29,7.0,1.0,0.0
33372,9/18/2021,Franklin,12,15,25.0,6.0,1.0
33373,9/18/2021,Fulton,64,97,16.0,3.0,0.0
33374,9/18/2021,Genesee,109,127,34.0,8.0,0.0
33375,9/18/2021,Greene,30,83,22.0,~,~
33376,9/18/2021,Hamilton,0,3,0.0,~,~
33377,9/18/2021,Herkimer,54,116,13.0,1.0,0.0
33378,9/18/2021,Jefferson,60,71,44.0,10.0,1.0
33379,9/18/2021,Kings,"6,715","7,463",628.0,189.0,16.0
33380,9/18/2021,Lewis,13,36,28.0,6.0,4.0
33381,9/18/2021,Livingston,40,66,23.0,8.0,2.0
33382,9/18/2021,Madison,83,97,20.0,5.0,0.0
33383,9/18/2021,New York,"5,075","3,105",382.0,193.0,19.0
33384,9/18/2021,Monroe,"1,307","1,154",219.0,129.0,8.0
33385,9/18/2021,Montgomery,112,133,10.0,11.0,1.0
33386,9/18/2021,Nassau,"3,930","3,244",357.0,203.0,14.0
33387,9/18/2021,Niagara,238,382,73.0,18.0,1.0
33388,9/18/2021,Oneida,560,541,87.0,51.0,3.0
33389,9/18/2021,Onondaga,835,707,207.0,106.0,23.0
